booking_date,arrival_date,lead_time,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled,lead_bin,season,agent_group,guests_bin,weekend_bin,market_segment,customer_type
2015-05-27,2015-07-10,44,152.0,2,5,0,31-90d,summer,other,0-1,up to half,Offline TA/TO,Transient
2015-06-06,2015-07-10,34,125.54,2,5,0,31-90d,summer,241,3,up to half,Online TA,Transient
2015-04-14,2015-07-10,87,133.83,2,5,0,31-90d,summer,other,4+,up to half,Offline TA/TO,Transient
2015-06-29,2015-07-10,11,159.75,2,6,0,8-30d,summer,250,4+,up to half,Direct,Transient
2015-03-17,2015-07-10,115,120.6,2,7,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-04-15,2015-07-10,86,112.2,3,7,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-30,2015-07-10,41,110.6,4,7,0,31-90d,summer,241,3,up to half,Online TA,Transient
2015-06-08,2015-07-10,32,105.9,4,9,0,31-90d,summer,241,2,up to half,Online TA,Transient
2015-06-06,2015-07-10,34,95.27,2,5,0,31-90d,summer,241,3,up to half,Online TA,Transient
2015-06-06,2015-07-10,34,108.83,2,5,0,31-90d,summer,241,2,up to half,Online TA,Transient
2015-04-02,2015-07-11,100,153.96,2,3,1,91-180d,summer,other,3,up to half,Offline TA/TO,Transient
2015-05-28,2015-07-11,44,120.6,2,3,0,31-90d,summer,240,2,up to half,Online TA,Transient
2014-09-10,2015-07-11,304,90.67,2,4,0,181d+,summer,240,3,up to half,Direct,Transient
2015-06-05,2015-07-11,36,126.67,2,4,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-03-16,2015-07-11,117,144.4,2,4,0,91-180d,summer,other,3,up to half,Offline TA/TO,Transient
2015-05-02,2015-07-11,70,99.5,2,4,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-03-23,2015-07-11,110,139.4,2,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2015-03-24,2015-07-11,109,73.8,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-06-08,2015-07-11,33,89.97,2,2,0,31-90d,summer,241,2,up to half,Online TA,Transient
2015-06-08,2015-07-11,33,123.0,2,2,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-08,2015-07-11,33,123.0,2,2,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-07-11,2015-07-11,0,123.0,0,1,0,0-7d,summer,none,0-1,none,Direct,Transient
2015-07-11,2015-07-11,0,144.9,0,1,0,0-7d,summer,240,2,none,Online TA,Transient
2015-07-11,2015-07-11,0,153.0,0,1,0,0-7d,summer,none,2,none,Direct,Transient
2015-07-11,2015-07-11,0,131.0,0,1,0,0-7d,summer,240,2,none,Online TA,Transient
2015-04-18,2015-07-11,84,100.0,1,1,0,31-90d,summer,none,2,up to half,Corporate,Transient
2015-05-01,2015-07-11,71,65.5,1,1,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient
2015-06-25,2015-07-11,16,123.0,1,1,0,8-30d,summer,242,2,up to half,Online TA,Transient
2015-05-18,2015-07-11,54,123.0,2,1,0,31-90d,summer,240,2,over half,Online TA,Transient
2015-07-03,2015-07-11,8,131.0,2,1,0,8-30d,summer,240,2,over half,Online TA,Transient
2015-06-05,2015-07-11,36,104.68,2,5,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient
2015-06-01,2015-07-11,40,166.0,2,5,0,31-90d,summer,242,2,up to half,Online TA,Transient
2015-05-13,2015-07-11,59,111.25,2,6,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-23,2015-07-11,79,213.75,2,6,0,31-90d,summer,250,4+,up to half,Direct,Transient
2015-06-09,2015-07-11,32,178.0,4,6,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-03-23,2015-07-11,110,113.9,2,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2015-06-08,2015-07-11,33,129.29,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-20,2015-07-12,53,153.0,1,0,0,31-90d,summer,240,4+,over half,Online TA,Transient
2015-07-10,2015-07-12,2,98.0,1,0,0,0-7d,summer,240,2,over half,Online TA,Transient
2015-07-04,2015-07-12,8,169.0,2,4,0,8-30d,summer,240,3,up to half,Online TA,Transient
2015-05-01,2015-07-12,72,93.0,2,4,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-30,2015-07-12,12,132.29,2,5,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-05-25,2015-07-12,48,123.0,2,5,0,31-90d,summer,243,2,up to half,Offline TA/TO,Transient
2015-04-13,2015-07-12,90,117.22,2,5,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient-Party
2015-06-08,2015-07-12,34,149.0,2,5,0,31-90d,summer,156,3,up to half,Offline TA/TO,Transient
2015-05-15,2015-07-12,58,164.57,2,5,1,31-90d,summer,250,4+,up to half,Direct,Transient
2015-05-14,2015-07-12,59,107.0,2,5,0,31-90d,summer,115,2,up to half,Offline TA/TO,Contract
2015-04-13,2015-07-12,90,117.22,2,5,0,31-90d,summer,other,3,up to half,Offline TA/TO,Transient-Party
2015-03-18,2015-07-12,116,119.25,2,5,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2015-06-11,2015-07-12,31,123.0,2,5,0,31-90d,summer,243,2,up to half,Offline TA/TO,Transient
2015-05-22,2015-07-12,51,105.71,2,5,1,31-90d,summer,241,2,up to half,Online TA,Transient
2015-05-25,2015-07-12,48,123.0,2,5,0,31-90d,summer,243,2,up to half,Offline TA/TO,Transient
2015-05-14,2015-07-12,59,144.43,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-06,2015-07-12,97,126.0,3,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-06-30,2015-07-12,12,148.3,4,5,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-05-09,2015-07-12,64,125.22,4,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-11,2015-07-12,31,123.0,4,7,0,31-90d,summer,243,2,up to half,Offline TA/TO,Transient
2015-05-14,2015-07-12,59,130.0,4,7,0,31-90d,summer,243,2,up to half,Offline TA/TO,Contract
2015-05-18,2015-07-12,55,133.16,4,10,1,31-90d,summer,8,4+,up to half,Offline TA/TO,Contract
2015-04-22,2015-07-12,81,78.84,2,5,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient
2015-07-11,2015-07-12,1,80.1,1,0,0,0-7d,summer,240,2,over half,Online TA,Transient
2015-06-08,2015-07-12,34,193.0,2,0,0,31-90d,summer,240,4+,over half,Online TA,Transient
2015-06-29,2015-07-12,13,88.2,2,0,0,8-30d,summer,240,2,over half,Online TA,Transient
2015-06-02,2015-07-12,40,90.71,2,0,0,31-90d,summer,241,2,over half,Online TA,Transient
2015-07-11,2015-07-12,1,114.5,2,0,0,0-7d,summer,240,2,over half,Online TA,Transient
2015-06-08,2015-07-12,34,120.2,2,0,0,31-90d,summer,240,2,over half,Online TA,Transient
2015-04-15,2015-07-12,88,79.5,2,1,0,31-90d,summer,8,2,over half,Offline TA/TO,Contract
2015-07-03,2015-07-12,9,117.9,2,1,0,8-30d,summer,240,2,over half,Online TA,Transient
2015-06-18,2015-07-12,24,128.0,2,1,1,8-30d,summer,240,2,over half,Online TA,Transient
2015-04-06,2015-07-12,97,90.95,2,2,0,91-180d,summer,6,2,up to half,Offline TA/TO,Transient
2015-05-13,2015-07-12,60,107.0,2,2,0,31-90d,summer,240,3,up to half,Online TA,Transient
2015-04-03,2015-07-12,100,130.05,2,2,0,91-180d,summer,250,4+,up to half,Direct,Transient
2015-05-23,2015-07-12,50,123.0,2,3,0,31-90d,summer,156,2,up to half,Offline TA/TO,Contract
2015-05-26,2015-07-12,47,103.8,2,3,1,31-90d,summer,241,2,up to half,Online TA,Transient
2015-07-04,2015-07-12,8,196.0,2,3,0,8-30d,summer,240,4+,up to half,Online TA,Transient
2015-06-08,2015-07-12,34,149.4,2,3,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-27,2015-07-13,47,175.71,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-03-20,2015-07-13,115,119.7,2,5,0,91-180d,summer,other,3,up to half,Offline TA/TO,Transient-Party
2015-04-25,2015-07-13,79,100.86,2,5,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-13,2015-07-13,91,100.86,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-04-06,2015-07-13,98,82.0,1,1,0,91-180d,summer,240,2,up to half,Online TA,Transient-Party
2015-03-26,2015-07-13,109,73.8,1,1,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-07-13,2015-07-13,0,117.9,1,1,0,0-7d,summer,240,2,up to half,Online TA,Transient
2015-04-06,2015-07-13,98,82.0,1,1,0,91-180d,summer,240,2,up to half,Online TA,Transient-Party
2015-07-13,2015-07-13,0,150.0,1,1,0,0-7d,summer,none,4+,up to half,Direct,Transient
2015-07-04,2015-07-13,9,161.0,1,1,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-05-12,2015-07-13,62,64.0,1,1,0,31-90d,summer,other,2,up to half,Online TA,Transient
2015-05-29,2015-07-13,45,123.0,1,1,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-01,2015-07-13,42,110.0,1,2,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-20,2015-07-13,54,88.2,1,2,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-23,2015-07-13,51,130.0,1,2,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-20,2015-07-13,54,88.2,1,2,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-16,2015-07-13,58,165.0,1,2,0,31-90d,summer,250,2,up to half,Direct,Transient
2015-07-13,2015-07-13,0,114.0,1,3,0,0-7d,summer,other,0-1,up to half,Corporate,Transient
2015-05-14,2015-07-13,60,79.5,1,4,1,31-90d,summer,other,2,up to half,Offline TA/TO,Transient
2014-08-26,2015-07-13,321,132.8,1,4,1,181d+,summer,240,2,up to half,Direct,Transient
2015-06-03,2015-07-13,40,120.0,1,4,0,31-90d,summer,250,2,up to half,Direct,Transient
2015-05-23,2015-07-13,51,79.5,1,4,1,31-90d,summer,156,2,up to half,Offline TA/TO,Contract
2015-06-05,2015-07-13,38,120.0,1,4,0,31-90d,summer,none,2,up to half,Direct,Transient
2015-04-29,2015-07-13,75,144.2,1,4,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-03,2015-07-13,101,107.2,1,4,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-06-01,2015-07-13,42,120.0,1,4,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-03,2015-07-13,40,120.0,1,4,0,31-90d,summer,250,2,up to half,Direct,Transient
2015-03-26,2015-07-13,109,163.8,1,4,0,91-180d,summer,none,3,up to half,Direct,Transient
2015-04-23,2015-07-13,81,98.5,1,5,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-06,2015-07-13,98,130.5,1,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-06-11,2015-07-13,32,153.0,1,5,0,31-90d,summer,other,0-1,up to half,Offline TA/TO,Transient
2015-05-02,2015-07-13,72,98.5,1,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-03-20,2015-07-13,115,119.7,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient-Party
2015-03-17,2015-07-13,118,184.6,2,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2015-04-23,2015-07-13,81,181.22,2,5,0,31-90d,summer,250,3,up to half,Direct,Transient
2015-04-09,2015-07-13,95,100.86,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-06-27,2015-07-13,16,100.2,1,0,0,8-30d,summer,240,2,over half,Online TA,Transient
2015-05-18,2015-07-13,56,134.25,1,3,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-16,2015-07-13,88,96.3,3,5,0,31-90d,summer,8,2,up to half,Offline TA/TO,Contract
2015-06-02,2015-07-13,41,83.09,3,6,0,31-90d,summer,other,2,up to half,Online TA,Transient
2015-06-04,2015-07-14,40,105.5,0,1,1,31-90d,summer,171,2,none,Offline TA/TO,Transient
2015-07-13,2015-07-14,1,134.0,0,1,0,0-7d,summer,none,0-1,none,Corporate,Transient
2015-07-13,2015-07-14,1,8.0,0,1,0,0-7d,summer,240,2,none,Online TA,Transient
2015-07-13,2015-07-14,1,146.0,0,2,0,0-7d,summer,240,2,none,Online TA,Transient
2015-04-29,2015-07-14,76,126.0,0,4,1,31-90d,summer,240,2,none,Online TA,Transient
2015-07-14,2015-07-14,0,111.15,0,4,0,0-7d,summer,240,2,none,Online TA,Transient
2015-05-26,2015-07-14,49,136.2,0,5,0,31-90d,summer,240,2,none,Online TA,Transient
2015-04-29,2015-07-14,76,101.8,0,5,0,31-90d,summer,250,2,none,Direct,Transient
2015-05-02,2015-07-14,73,127.0,1,5,0,31-90d,summer,none,2,up to half,Direct,Transient-Party
2015-05-02,2015-07-14,73,161.5,1,5,0,31-90d,summer,none,3,up to half,Direct,Transient-Party
2014-08-31,2015-07-14,317,230.67,1,5,0,181d+,summer,240,4+,up to half,Direct,Transient
2015-03-24,2015-07-14,112,65.7,2,5,1,91-180d,summer,240,0-1,up to half,Online TA,Transient
2015-07-08,2015-07-14,6,180.0,2,5,0,0-7d,summer,240,2,up to half,Online TA,Transient
2015-07-06,2015-07-14,8,168.57,2,5,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-04-09,2015-07-14,96,107.67,2,7,1,91-180d,summer,242,2,up to half,Offline TA/TO,Transient
2015-04-09,2015-07-14,96,96.9,2,7,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-04-06,2015-07-14,99,107.0,2,7,0,91-180d,summer,none,2,up to half,Direct,Transient
2015-05-09,2015-07-14,66,73.41,2,9,0,31-90d,summer,other,2,up to half,Online TA,Transient
2015-06-06,2015-07-14,38,109.9,4,10,0,31-90d,summer,241,2,up to half,Online TA,Transient
2015-06-06,2015-07-14,38,109.9,4,10,0,31-90d,summer,241,2,up to half,Online TA,Transient
2015-03-23,2015-07-14,113,187.5,4,11,0,91-180d,summer,none,3,up to half,Direct,Transient
2015-07-14,2015-07-14,0,134.0,0,1,0,0-7d,summer,none,0-1,none,Corporate,Transient
2015-05-14,2015-07-15,62,91.5,0,3,1,31-90d,summer,171,2,none,Offline TA/TO,Transient
2015-06-06,2015-07-15,39,132.44,0,3,1,31-90d,summer,240,2,none,Online TA,Transient
2015-06-08,2015-07-15,37,106.9,2,4,0,31-90d,summer,241,2,up to half,Online TA,Transient
2015-05-18,2015-07-15,58,131.86,2,5,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-08,2015-07-15,37,216.13,2,6,0,31-90d,summer,240,4+,up to half,Online TA,Transient
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient
2015-04-23,2015-07-15,83,190.33,2,7,0,31-90d,summer,240,4+,up to half,Online TA,Transient
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient
2015-05-19,2015-07-15,57,94.0,0,2,0,31-90d,summer,other,0-1,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,0.0,0,2,1,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,98.75,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,148.23,0,2,0,31-90d,summer,other,3,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,94.0,0,2,0,31-90d,summer,other,0-1,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient
2015-05-19,2015-07-15,57,148.23,0,2,0,31-90d,summer,other,3,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,0.0,0,2,0,31-90d,summer,other,0-1,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient
2015-05-19,2015-07-15,57,107.0,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-19,2015-07-15,57,98.75,0,2,0,31-90d,summer,other,2,none,Groups,Transient-Party
2015-05-11,2015-07-16,66,195.0,0,2,1,31-90d,summer,240,4+,none,Online TA,Transient
2015-07-03,2015-07-16,13,120.6,0,2,0,8-30d,summer,240,2,none,Online TA,Transient
2015-05-27,2015-07-16,50,123.2,0,1,0,31-90d,summer,241,2,none,Online TA,Transient
2015-05-29,2015-07-16,48,112.0,0,1,1,31-90d,summer,other,0-1,none,Direct,Transient
2015-07-16,2015-07-16,0,123.2,0,1,1,0-7d,summer,241,2,none,Online TA,Transient
2015-07-09,2015-07-16,7,169.0,0,1,0,0-7d,summer,242,4+,none,Online TA,Transient
2015-07-16,2015-07-16,0,198.0,0,2,0,0-7d,summer,none,4+,none,Direct,Transient
2015-05-11,2015-07-16,66,103.5,0,2,1,31-90d,summer,240,2,none,Online TA,Transient
2015-07-03,2015-07-16,13,135.6,0,2,0,8-30d,summer,240,3,none,Online TA,Transient
2015-05-11,2015-07-16,66,103.5,0,2,0,31-90d,summer,240,2,none,Online TA,Transient
2015-07-06,2015-07-16,10,184.0,0,3,0,8-30d,summer,250,2,none,Direct,Transient
2015-07-06,2015-07-16,10,134.0,0,3,1,8-30d,summer,250,2,none,Direct,Transient
2015-05-19,2015-07-16,58,147.0,0,3,1,31-90d,summer,240,2,none,Online TA,Transient
2015-06-29,2015-07-16,17,151.33,0,3,1,8-30d,summer,240,2,none,Online TA,Transient
2015-06-27,2015-07-16,19,121.33,0,3,0,8-30d,summer,240,2,none,Online TA,Transient
2015-07-06,2015-07-16,10,150.2,2,3,0,8-30d,summer,250,2,up to half,Direct,Transient-Party
2015-07-04,2015-07-16,12,139.0,2,3,1,8-30d,summer,none,2,up to half,Direct,Transient
2015-07-06,2015-07-16,10,150.2,2,3,0,8-30d,summer,250,0-1,up to half,Direct,Transient-Party
2015-05-14,2015-07-16,63,75.44,1,3,0,31-90d,summer,other,2,up to half,Online TA,Transient
2015-06-11,2015-07-16,35,135.0,1,3,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-03-25,2015-07-16,113,166.0,2,4,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-06-11,2015-07-16,35,135.0,2,4,1,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-09,2015-07-16,68,130.0,2,5,0,31-90d,summer,243,2,up to half,Offline TA/TO,Contract
2015-03-25,2015-07-16,113,96.3,2,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2015-06-25,2015-07-16,21,160.0,4,10,0,8-30d,summer,none,0-1,up to half,Direct,Transient
2015-07-11,2015-07-17,6,0.0,0,0,0,0-7d,summer,240,2,none,Online TA,Transient
2015-07-10,2015-07-17,7,127.25,0,2,0,0-7d,summer,none,2,none,Direct,Transient
2015-06-30,2015-07-17,17,164.0,0,2,0,8-30d,summer,240,2,none,Online TA,Transient
2015-07-16,2015-07-17,1,144.5,0,2,0,0-7d,summer,240,2,none,Online TA,Transient
2015-07-15,2015-07-17,2,112.0,0,2,0,0-7d,summer,196,2,none,Offline TA/TO,Transient
2015-07-02,2015-07-17,15,134.0,0,2,1,8-30d,summer,240,2,none,Online TA,Transient
2015-07-10,2015-07-17,7,127.25,0,2,1,0-7d,summer,none,2,none,Direct,Transient
2015-07-06,2015-07-17,11,155.5,0,2,0,8-30d,summer,240,2,none,Online TA,Transient
2015-07-11,2015-07-17,6,110.5,0,2,1,0-7d,summer,241,2,none,Online TA,Transient
2015-07-16,2015-07-17,1,144.5,0,2,0,0-7d,summer,none,2,none,Direct,Transient
2015-07-16,2015-07-17,1,144.5,0,2,0,0-7d,summer,250,2,none,Direct,Transient
2015-05-30,2015-07-17,48,123.0,0,2,0,31-90d,summer,196,2,none,Offline TA/TO,Transient
2015-07-02,2015-07-17,15,120.6,0,2,0,8-30d,summer,240,2,none,Online TA,Transient
2015-07-14,2015-07-17,3,107.6,0,2,1,0-7d,summer,other,0-1,none,Offline TA/TO,Transient
2015-06-24,2015-07-17,23,120.6,1,2,1,8-30d,summer,240,2,up to half,Online TA,Transient
2015-05-25,2015-07-17,53,107.0,2,3,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient-Party
2015-05-25,2015-07-17,53,133.75,2,3,0,31-90d,summer,other,3,up to half,Offline TA/TO,Transient-Party
2015-04-14,2015-07-17,94,103.5,2,3,0,91-180d,summer,250,2,up to half,Direct,Transient
2015-05-14,2015-07-17,64,84.8,2,3,0,31-90d,summer,other,0-1,up to half,Offline TA/TO,Transient-Party
2015-05-25,2015-07-17,53,107.0,2,3,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient-Party
2015-05-25,2015-07-17,53,107.0,2,3,0,31-90d,summer,other,0-1,up to half,Offline TA/TO,Transient-Party
2015-05-14,2015-07-17,64,84.8,2,3,0,31-90d,summer,other,0-1,up to half,Offline TA/TO,Transient-Party
2015-05-25,2015-07-17,53,107.0,2,3,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient-Party
2015-06-23,2015-07-17,24,195.0,2,3,0,8-30d,summer,none,4+,up to half,Direct,Transient
2015-06-23,2015-07-17,24,164.0,2,4,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-06-24,2015-07-17,23,195.0,2,5,0,8-30d,summer,250,4+,up to half,Direct,Transient
2015-05-25,2015-07-17,53,125.0,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-24,2015-07-17,23,195.0,2,5,1,8-30d,summer,250,4+,up to half,Direct,Transient
2015-04-18,2015-07-17,90,132.3,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-29,2015-07-17,79,145.0,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-06-04,2015-07-17,43,92.0,2,5,0,31-90d,summer,other,2,up to half,Offline TA/TO,Transient
2015-04-18,2015-07-17,90,132.3,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-13,2015-07-17,65,147.0,2,6,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-13,2015-07-17,65,167.0,2,6,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-04-09,2015-07-17,99,210.0,2,6,0,91-180d,summer,250,3,up to half,Direct,Transient
2015-06-22,2015-07-17,25,194.9,3,7,0,8-30d,summer,none,2,up to half,Direct,Transient
2015-04-16,2015-07-17,92,103.5,1,2,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-04-17,2015-07-17,91,118.5,1,2,0,91-180d,summer,240,3,up to half,Online TA,Transient
2015-06-09,2015-07-17,38,192.0,1,2,0,31-90d,summer,240,3,up to half,Online TA,Transient
2015-07-11,2015-07-17,6,128.27,1,2,0,0-7d,summer,other,2,up to half,Offline TA/TO,Contract
2015-06-09,2015-07-17,38,135.0,1,2,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-07-04,2015-07-17,13,126.3,1,2,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-06-15,2015-07-17,32,154.0,1,2,1,31-90d,summer,240,2,up to half,Online TA,Transient
2014-09-05,2015-07-17,315,96.3,1,2,0,181d+,summer,171,2,up to half,Offline TA/TO,Transient
2015-07-09,2015-07-17,8,126.3,1,2,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-07-17,2015-07-17,0,136.0,0,1,1,0-7d,summer,none,2,none,Direct,Transient
2015-04-17,2015-07-17,91,118.5,1,2,0,91-180d,summer,240,3,up to half,Online TA,Transient
2015-07-14,2015-07-17,3,116.33,1,2,0,0-7d,summer,240,2,up to half,Online TA,Transient
2015-07-08,2015-07-17,9,164.0,2,2,0,8-30d,summer,none,3,up to half,Direct,Transient
2015-06-29,2015-07-18,19,147.67,2,1,0,8-30d,summer,240,2,over half,Online TA,Transient
2015-06-23,2015-07-18,25,145.0,2,4,0,8-30d,summer,250,2,up to half,Direct,Transient
2015-04-01,2015-07-18,108,147.0,2,4,0,91-180d,summer,240,3,up to half,Online TA,Transient
2015-06-11,2015-07-18,37,168.3,2,4,1,31-90d,summer,242,4+,up to half,Online TA,Transient
2015-06-03,2015-07-18,45,167.0,2,5,0,31-90d,summer,240,2,up to half,Online TA,Transient
2015-05-15,2015-07-18,64,137.75,2,5,0,31-90d,summer,none,2,up to half,Direct,Transient
2015-06-04,2015-07-18,44,145.0,2,2,0,31-90d,summer,250,2,up to half,Direct,Transient
2015-06-22,2015-07-18,26,132.6,2,2,0,8-30d,summer,240,2,up to half,Online TA,Transient
2015-04-13,2015-07-18,96,147.0,2,2,1,91-180d,summer,240,2,up to half,Online TA,Transient
